id,name,url,label_png
AC001,AOD4184,https://thibserot.github.io/electronics-catalog/AC001/,stickers/AC001.png
ENV001,BME280/BMP280,https://thibserot.github.io/electronics-catalog/ENV001/,stickers/ENV001.png
TS001,DS18B20,https://thibserot.github.io/electronics-catalog/TS001/,stickers/TS001.png
tags,tags,https://thibserot.github.io/electronics-catalog/tags/,stickers/tags.png
